0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
80.0,-19.14,-26.51,-27.029472285711734,5.7774994591085855,80.0,-17.82,-25.12,-24.046918769779964,5.437453448076591,80.0,-19.82,-26.46,-26.849626982078643,5.42269305788185,80.0,-21.58,-28.16,-28.798254352126108,5.955585613522823,80.0,-19.53,-26.08,-27.11301726884329,5.936000336927212,-17.82
80.8,-18.91,-25.8,-26.998267191153715,5.62201031660384,80.8,-17.24,-24.06,-23.71157760932498,5.443243518344555,80.8,-19.5,-26.14,-26.795898533327886,5.5742802225937655,80.8,-21.57,-28.17,-28.927748890743995,5.903769981969148,80.8,-19.42,-26.0,-27.17216970553801,5.840505115142013,-17.24
81.608,-18.62,-25.09,-26.93043433212985,5.509246772472622,81.608,-16.68,-23.07,-23.414884727707015,5.438097093653257,81.608,-19.32,-26.01,-26.76917986104555,5.624179940222397,81.608,-21.45,-28.06,-29.01057180397833,5.89157024909319,81.608,-19.23,-25.9,-27.1966969915638,5.749452147813737,-16.68
82.42408,-18.27,-24.47,-26.847710827700485,5.476805638326049,82.42408,-16.17,-22.28,-23.14989675286776,5.45140348901088,82.42408,-19.12,-25.86,-26.749617164586965,5.642038638648268,82.42408,-21.31,-28.0,-29.081714923002487,5.875755270601388,82.42408,-19.05,-25.8,-27.175280056802496,5.631065618513071,-16.17
83.2483208,-18.03,-24.17,-26.65841154625165,5.432034609609921,83.2483208,-15.65,-21.7,-22.864138303879233,5.525911689486178,83.2483208,-19.0,-25.85,-26.686708553816963,5.555141762367545,83.2483208,-21.3,-28.11,-29.09216624214749,5.726927623080285,83.2483208,-18.89,-25.76,-27.03752236839499,5.437968370632548,-15.65
84.080804008,-17.78,-24.0,-26.05512577378581,5.401444251309089,84.080804008,-15.34,-21.51,-22.474767885051108,5.4490824915759895,84.080804008,-18.88,-25.87,-26.23487995061603,5.4149515233287175,84.080804008,-21.35,-28.34,-28.89148183534829,5.479288274949585,84.080804008,-18.25,-25.29,-26.02388244255673,5.414397473403666,-15.34
84.92161204808002,-17.34,-23.7,-25.151345611750344,5.413510875577881,84.92161204808002,-14.95,-21.27,-21.58902828064753,5.422416435501796,84.92161204808002,-18.44,-25.57,-25.567282035337076,5.430626114915294,84.92161204808002,-21.02,-28.19,-28.114008650355238,5.408678211910927,84.92161204808002,-17.55,-24.78,-24.672393676246934,5.395600059307584,-14.95
85.77082816856081,-16.79,-23.11,-24.37651439369185,5.435393270040356,85.77082816856081,-14.42,-20.73,-20.845239407813345,5.435770414577863,85.77082816856081,-17.89,-25.03,-24.81321461303863,5.4295579930598405,85.77082816856081,-20.47,-27.66,-27.40448506396677,5.400685141720446,85.77082816856081,-16.6,-23.83,-23.560570102497806,5.440863901992035,-14.42
86.62853645024641,-16.14,-22.18,-24.05433838567141,5.446797224057455,86.62853645024641,-13.82,-19.8,-20.546003137802447,5.430073664325374,86.62853645024641,-17.19,-24.03,-24.35480943556873,5.439898896119303,86.62853645024641,-19.77,-26.68,-26.84147584915041,5.419492596175402,86.62853645024641,-15.58,-22.49,-22.832573662135548,5.4224533193011455,-13.82
87.49482181474887,-15.33,-20.86,-23.979255860208422,5.495652827462812,87.49482181474887,-12.99,-18.47,-20.476502377673267,5.496489788947125,87.49482181474887,-16.39,-22.69,-24.263093676154174,5.456271620804816,87.49482181474887,-18.8,-25.1,-26.71897775751282,5.5482339532503495,87.49482181474887,-14.5,-20.84,-22.22942320696096,5.541091950148454,-12.99
88.36977003289637,-14.71,-19.67,-23.75582486939136,5.43198858614412,88.36977003289637,-12.4,-17.29,-20.3526343218515,5.457636851238822,88.36977003289637,-15.59,-21.26,-23.849436052647988,5.466086351312062,88.36977003289637,-18.22,-23.89,-26.46635321987535,5.424435454496624,88.36977003289637,-13.65,-19.33,-21.84932389534162,5.420673389902772,-12.4
89.25346773322535,-14.05,-18.54,-22.587990730278214,5.417139466545051,89.25346773322535,-11.88,-16.28,-19.484432324892982,5.4343904902021904,89.25346773322535,-14.83,-20.02,-22.71509986006001,5.446182148992079,89.25346773322535,-17.47,-22.62,-25.211669159343728,5.428130433215474,89.25346773322535,-12.97,-18.14,-20.627361333918213,5.444676298918054,-11.88
90.1460024105576,-13.54,-17.71,-21.274107644747065,5.434574500363392,90.1460024105576,-11.48,-15.58,-18.342473208752367,5.429327766860277,90.1460024105576,-14.19,-19.07,-21.402418145619873,5.43548525892583,90.1460024105576,-16.86,-21.63,-23.84698022669715,5.4602106186483335,90.1460024105576,-12.64,-17.48,-19.708308147061288,5.4248502283473234,-11.48
91.04746243466316,-13.23,-17.3,-20.78908293965806,5.424887095599319,91.04746243466316,-11.23,-15.23,-17.917258078267025,5.423882373355824,91.04746243466316,-13.63,-18.41,-20.634681001275762,5.427936993002038,91.04746243466316,-16.31,-21.04,-23.162098697339115,5.433065433068148,91.04746243466316,-12.42,-17.16,-19.282680446142656,5.455300175059113,-11.23
91.9579370590098,-12.67,-16.86,-20.780388637785627,5.683695980609801,91.9579370590098,-10.7,-14.84,-17.919145942678497,5.69285517117729,91.9579370590098,-13.06,-17.96,-20.54518250153525,5.492321913362327,91.9579370590098,-15.75,-20.58,-23.08916051917231,5.510617025342988,91.9579370590098,-11.94,-16.8,-19.29137203716536,5.721407169569389,-10.7
92.87751642959991,-12.25,-16.79,-21.161033888311614,5.961191156136497,92.87751642959991,-10.21,-14.71,-18.222453054639768,5.972118552071786,92.87751642959991,-12.34,-17.54,-20.55958182486355,5.737063708901968,92.87751642959991,-15.0,-20.16,-23.10880740516629,5.754528651418811,92.87751642959991,-11.58,-16.74,-19.680459137728146,5.951377991692342,-10.21
93.80629159389588,-12.24,-17.29,-21.24230012877455,5.901499809370496,93.80629159389588,-10.22,-15.27,-18.291195137540022,5.885490633753486,93.80629159389588,-12.16,-17.8,-20.527715984874973,5.6153895679640975,93.80629159389588,-14.87,-20.48,-23.084036096810003,5.630967945211551,93.80629159389588,-11.47,-17.09,-19.759112382732877,5.956542621353432,-10.22
94.74435450983485,-12.78,-18.39,-20.97233902658466,5.427467180923345,94.74435450983485,-10.76,-16.39,-17.989389892797348,5.419612532275716,94.74435450983485,-12.1,-18.18,-19.793848180653637,5.430009208095323,94.74435450983485,-14.82,-20.88,-22.282263148237547,5.433829220724553,94.74435450983485,-12.07,-18.16,-19.559947140730557,5.411718765789662,-10.76
95.6917980549332,-12.48,-18.42,-20.0560755936902,5.450596297654047,95.6917980549332,-10.52,-16.52,-17.164070061666216,5.440119483981947,95.6917980549332,-11.69,-17.96,-18.659109892733927,5.453384270340759,95.6917980549332,-14.4,-20.67,-21.062783532737306,5.419188131076463,95.6917980549332,-11.68,-17.99,-18.401827277517512,5.454026035874783,-10.52
96.64871603548254,-12.11,-18.0,-19.964293356320024,5.4544385595586276,96.64871603548254,-10.16,-16.12,-17.079691300731398,5.512059506209997,96.64871603548254,-11.3,-17.34,-18.41526748523727,5.425172808307584,96.64871603548254,-13.83,-19.88,-20.6138829742033,5.442830146164769,96.64871603548254,-11.19,-17.28,-18.06035799133997,5.451201702377192,-10.16
97.61520319583737,-11.3,-16.84,-19.98276596156523,5.744057799152095,97.61520319583737,-9.45,-15.03,-17.12580903878758,5.776434886675345,97.61520319583737,-10.46,-15.96,-18.392978776347555,5.639592183837411,97.61520319583737,-12.98,-18.47,-20.57703179676002,5.597436913445296,97.61520319583737,-10.5,-16.02,-18.011519561218172,5.6019728667675635,-9.45
98.59135522779577,-10.94,-16.09,-20.019114410427786,5.797361468806305,98.59135522779577,-9.17,-14.35,-17.18987685691339,5.863770118277148,98.59135522779577,-9.86,-14.75,-18.38076207181637,5.7070219904955675,98.59135522779577,-12.42,-17.28,-20.517026168780838,5.546611578252079,98.59135522779577,-9.99,-14.88,-18.007041837642,5.668915240149566,-9.17
99.57726878007372,-11.44,-16.3,-19.887773021978507,5.448715444946633,99.57726878007372,-9.73,-14.58,-17.137702497089435,5.557130554521822,99.57726878007372,-9.9,-14.29,-17.80917609115668,5.437664940027107,99.57726878007372,-12.02,-16.35,-19.60780689246398,5.438685502950138,99.57726878007372,-10.23,-14.59,-17.709394637832172,5.448889795178464,-9.73
100.57304146787443,-11.66,-16.41,-19.45033721856569,5.454484393597619,100.57304146787443,-10.28,-15.01,-17.01879374773345,5.435080496184026,100.57304146787443,-9.84,-13.89,-16.907620691237288,5.4338476239217455,100.57304146787443,-11.73,-15.7,-18.574653854691444,5.4458240882349465,100.57304146787443,-10.49,-14.49,-17.189615280770603,5.4358164060240295,-9.84
101.5787718825532,-11.65,-16.57,-19.41657536367111,5.607396900523452,101.5787718825532,-10.36,-15.23,-17.010285750995962,5.680228868628446,101.5787718825532,-9.91,-13.9,-16.833682026308846,5.489535499475343,101.5787718825532,-11.78,-15.68,-18.492592653255414,5.467732619651404,101.5787718825532,-10.61,-14.56,-17.19612672369319,5.6936982708956405,-9.91
102.59455960137873,-11.37,-16.71,-19.545907770936036,5.908476961112736,102.59455960137873,-10.37,-15.67,-17.412410210150274,6.000816611095527,102.59455960137873,-9.66,-13.92,-17.023654391312128,5.960419448327443,102.59455960137873,-11.5,-15.66,-18.62984063718045,5.939991582485619,102.59455960137873,-11.07,-15.25,-18.03967583191935,5.9564083137407575,-9.66
103.62050519739252,-11.37,-17.27,-19.754090124634253,5.9729473461600175,103.62050519739252,-10.74,-16.63,-17.96971416606977,5.955249784853697,103.62050519739252,-10.17,-14.95,-17.740060996614197,5.9470833187370085,103.62050519739252,-11.94,-16.66,-19.246355076190536,5.9622311260131475,103.62050519739252,-11.9,-16.62,-19.09744688013781,5.943509064517357,-10.17
104.65671024936644,-11.75,-18.2,-19.77999089745623,5.767304396336299,104.65671024936644,-11.16,-17.63,-18.06153096408262,5.922997551915753,104.65671024936644,-10.62,-16.01,-17.814192059637907,5.893971496368133,104.65671024936644,-12.37,-17.74,-19.293402867341204,5.8279842141172615,104.65671024936644,-12.43,-17.79,-19.227566233843188,5.939267631619239,-10.62
105.70327735186012,-12.03,-18.75,-19.72402101057688,5.553098234319289,105.70327735186012,-11.53,-18.3,-18.111851184013773,5.815659893769579,105.70327735186012,-10.96,-16.72,-17.80981333537851,5.679463002784683,105.70327735186012,-12.62,-18.38,-19.24243065398096,5.5771767051080605,105.70327735186012,-12.81,-18.56,-19.28272915965002,5.840145546131534,-10.96
106.76031012537872,-11.91,-18.45,-19.656846241285614,5.507458579054408,106.76031012537872,-11.52,-18.1,-18.176965535687245,5.8777886998428235,106.76031012537872,-10.83,-16.55,-17.783155971675875,5.631962357828753,106.76031012537872,-12.38,-18.11,-19.150546594115404,5.463451290164487,106.76031012537872,-12.87,-18.58,-19.3549095368426,5.865543453082588,-10.83
107.8279132266325,-11.68,-17.75,-19.58599014881011,5.5028538050724185,107.8279132266325,-11.46,-17.54,-18.30412417781769,5.939537018993988,107.8279132266325,-10.56,-15.97,-17.724151735310297,5.545980526471402,107.8279132266325,-11.85,-17.27,-18.8253807446286,5.427282929790927,107.8279132266325,-12.87,-18.26,-19.582091504339246,5.968902746736622,-10.56
108.90619235889885,-11.65,-17.17,-19.35911978173363,5.41830231714695,108.90619235889885,-11.69,-17.2,-18.343549495278186,5.805695479440857,108.90619235889885,-10.3,-15.36,-17.22827177801924,5.424509194388005,108.90619235889885,-11.26,-16.33,-17.973032718707884,5.450999908273711,108.90619235889885,-13.21,-18.25,-19.69738304797811,5.911184314500775,-10.3
109.9952542824878,-11.62,-16.72,-18.98645559001975,5.436671776004139,109.9952542824878,-11.98,-17.03,-18.30937002846726,5.608859064016496,109.9952542824878,-9.88,-14.73,-16.417996974391198,5.445420093987241,109.9952542824878,-10.93,-15.75,-17.267357185462586,5.427365843574579,109.9952542824878,-13.61,-18.42,-19.76682480362395,5.884258661887664,-9.88
111.09520682531272,-11.59,-16.51,-18.914294580509637,5.501763353689434,111.09520682531272,-11.99,-16.85,-18.264528901400887,5.593746508378799,111.09520682531272,-9.69,-14.53,-16.152133324361817,5.436000367917575,111.09520682531272,-10.72,-15.5,-17.04057905721717,5.456500710162145,111.09520682531272,-13.79,-18.54,-19.918048433333983,5.99213651379873,-9.69
112.20615889356584,-11.43,-16.46,-18.88698049204221,5.6179711640413394,112.20615889356584,-11.86,-16.83,-18.247321145726946,5.652698470642141,112.20615889356584,-9.51,-14.59,-16.09934395122971,5.554826729970971,112.20615889356584,-10.51,-15.52,-16.961228506288546,5.507213451465268,112.20615889356584,-14.06,-19.03,-20.248800246735613,5.96443626841632,-9.51
113.32822048250151,-11.55,-16.95,-18.82360479910243,5.519981884028244,113.32822048250151,-11.95,-17.31,-18.17952537085534,5.525513550793265,113.32822048250151,-9.61,-15.17,-16.018978640660688,5.5008453895742235,113.32822048250151,-10.38,-15.87,-16.64526764359653,5.433415132308593,113.32822048250151,-14.31,-19.74,-20.325529696965734,5.888777462258188,-9.61
114.4615026873265,-11.64,-17.55,-18.388264848996364,5.434418092123573,114.4615026873265,-11.96,-17.83,-17.707574790152897,5.440533062118085,114.4615026873265,-9.67,-15.8,-15.586244981304047,5.442775027502055,114.4615026873265,-10.0,-16.07,-15.730705505349086,5.443757893220456,114.4615026873265,-14.74,-20.75,-20.30419443353286,5.626659755130037,-9.67
115.60611771419977,-11.53,-17.75,-18.184740801484846,5.429493530707998,115.60611771419977,-11.78,-17.98,-17.444913983244287,5.4901821463408655,115.60611771419977,-9.61,-16.1,-15.457652015833915,5.456528200238683,115.60611771419977,-9.65,-16.12,-15.325912859231375,5.431666410964502,115.60611771419977,-14.74,-21.14,-20.265844566756453,5.621076409372141,-9.61
116.76217889134178,-11.02,-17.23,-18.18276207343244,5.699061326218555,116.76217889134178,-11.28,-17.45,-17.43686510207144,5.687714831107482,116.76217889134178,-9.15,-15.6,-15.467463905170671,5.720454527395527,116.76217889134178,-9.17,-15.61,-15.284422053020485,5.604453586211594,116.76217889134178,-14.33,-20.74,-20.344966465415364,5.9113281079635565,-9.15
117.9298006802552,-10.87,-16.81,-18.20840461412784,5.769740028805457,117.9298006802552,-11.08,-16.98,-17.44782212278724,5.72343428371463,117.9298006802552,-9.08,-15.23,-15.531941478140741,5.8707750765976385,117.9298006802552,-9.07,-15.24,-15.319681157641284,5.79103617671311,117.9298006802552,-14.44,-20.62,-20.60341990738491,5.937347892788496,-9.07
119.10909868705777,-11.37,-17.03,-18.13302327506549,5.512975603065916,119.10909868705777,-11.54,-17.19,-17.308184908570144,5.436598201081259,119.10909868705777,-9.66,-15.58,-15.523225711878073,5.658100387939402,119.10909868705777,-9.69,-15.65,-15.343085263928455,5.756787298485154,119.10909868705777,-15.05,-21.02,-20.62684335539052,5.75633563997097,-9.66
120.30018967392832,-11.56,-17.18,-18.067251084063212,5.5178800276917945,120.30018967392832,-11.7,-17.31,-17.16698489905626,5.418200808386488,120.30018967392832,-9.93,-15.92,-15.526544910300672,5.707512593065388,120.30018967392832,-10.08,-16.12,-15.47026710355426,5.952352476122361,120.30018967392832,-15.36,-21.38,-20.673531718056747,5.824542900520178,-9.93
121.5031915706676,-11.28,-17.15,-18.187201876450214,5.918699181408023,121.5031915706676,-11.37,-17.2,-17.19347596011115,5.7908375905390415,121.5031915706676,-9.76,-16.14,-15.73598090121229,5.979841135013538,121.5031915706676,-10.7,-17.12,-16.477978514961624,5.943610014124412,121.5031915706676,-15.55,-21.93,-21.302474825547854,5.9460995618976975,-9.76
122.71822348637428,-11.63,-18.0,-18.818706648141287,5.946007063567954,122.71822348637428,-11.3,-17.65,-17.419127052423338,5.964612309278785,122.71822348637428,-9.89,-16.93,-16.154127209745727,5.9697906160936665,122.71822348637428,-11.26,-18.29,-17.24313661228943,5.9650817261794495,122.71822348637428,-15.8,-22.81,-21.806879936929,5.955375722823876,-9.89
123.94540572123805,-12.17,-19.25,-18.86512966332375,5.800534458134009,123.94540572123805,-11.76,-18.8,-17.42582072297014,5.721721768838467,123.94540572123805,-10.33,-18.09,-16.168699550088018,5.735878311122019,123.94540572123805,-11.79,-19.53,-17.38131723588343,5.972545520965077,123.94540572123805,-16.2,-23.92,-21.841127293441943,5.809320097911631,-10.33
125.18485977845042,-12.44,-20.1,-18.87117223092032,5.69592837033613,125.18485977845042,-11.89,-19.53,-17.344566472659334,5.494588246629587,125.18485977845042,-10.51,-18.8,-16.1257036981706,5.5922267479064205,125.18485977845042,-12.15,-20.43,-17.517972472016293,5.972277622482062,125.18485977845042,-16.39,-24.64,-21.835544502913777,5.681672289036037,-10.51
126.43670837623492,-12.27,-20.0,-18.91305326840302,5.81504944089042,126.43670837623492,-11.64,-19.35,-17.28329662669084,5.531482622227066,126.43670837623492,-10.29,-18.51,-16.066017025542386,5.565482908068267,126.43670837623492,-12.31,-20.52,-17.88813190513542,5.963304453069624,126.43670837623492,-16.24,-24.44,-21.861140791612378,5.770970455651286,-10.29
127.70107545999727,-12.1,-19.48,-18.981810536272768,5.87538083872016,127.70107545999727,-11.35,-18.73,-17.215738552166414,5.530036166247016,127.70107545999727,-10.05,-17.73,-16.030316726789838,5.598312245668333,127.70107545999727,-12.4,-20.08,-18.215511992292864,5.982332321093504,127.70107545999727,-16.08,-23.77,-21.913743417473196,5.838587157866191,-10.05
128.97808621459723,-12.15,-19.15,-19.045693290091613,5.856329908739773,128.97808621459723,-11.31,-18.32,-17.16436997121913,5.5546827092103115,128.97808621459723,-9.97,-17.1,-15.971811709398944,5.543049702104429,128.97808621459723,-12.58,-19.7,-18.39158794279588,5.971850634434857,128.97808621459723,-16.12,-23.25,-21.959016586617018,5.817052518243238,-9.97
130.26786707674322,-12.11,-18.85,-19.073558864173265,5.767512462058492,130.26786707674322,-11.09,-17.88,-17.024126436704506,5.429861876696314,130.26786707674322,-9.84,-16.59,-15.917056627939914,5.552675031009828,130.26786707674322,-12.71,-19.46,-18.633615130551505,5.937651050710206,130.26786707674322,-16.08,-22.83,-22.011842259614,5.849282007221057,-9.84
131.57054574751064,-12.14,-19.18,-19.051082759720106,5.640292545604352,131.57054574751064,-10.67,-17.77,-16.577171659585563,5.420239847091639,131.57054574751064,-9.82,-16.69,-15.867286453416812,5.539693132295326,131.57054574751064,-12.82,-19.68,-18.75211315759363,5.9330514914333925,131.57054574751064,-16.14,-23.01,-22.046310258540363,5.792633252675332,-9.82
132.88625120498574,-12.27,-20.2,-18.755229266132854,5.439825364843986,132.88625120498574,-10.26,-18.28,-15.83893247222492,5.424223446724884,132.88625120498574,-9.97,-17.55,-15.709837029648964,5.435384071066184,132.88625120498574,-13.17,-20.73,-18.761283551923388,5.731081922290065,132.88625120498574,-16.42,-23.98,-21.994996034634347,5.573840686636101,-9.97
134.2151137170356,-11.95,-21.22,-18.47433648574181,5.439016455205849,134.2151137170356,-9.79,-19.12,-15.461695463567187,5.417988556650891,134.2151137170356,-9.83,-18.55,-15.632440512834275,5.49061927290538,134.2151137170356,-13.13,-21.82,-18.764243878977798,5.71400035001749,134.2151137170356,-16.33,-25.01,-21.93153336072213,5.516647532695922,-9.79
135.55726485420595,-11.52,-21.9,-18.392480341588648,5.4842045913696555,135.55726485420595,-9.28,-19.65,-15.328045599585211,5.430598493720559,135.55726485420595,-9.39,-19.03,-15.627181441173516,5.692459925199298,135.55726485420595,-12.72,-22.32,-18.818812250189033,5.8581396364374925,135.55726485420595,-15.9,-25.51,-21.89354492402659,5.5879334283794035,-9.28
136.912837502748,-11.17,-21.82,-17.53348844698739,5.451504379526812,136.912837502748,-8.73,-19.3,-14.497415422270887,5.422204348786571,136.912837502748,-9.58,-19.36,-15.540593947704279,5.476257846376483,136.912837502748,-12.9,-22.66,-18.76739773737786,5.562948858294493,136.912837502748,-15.76,-25.51,-21.416624467916485,5.431261363624476,-8.73
138.2819658777755,-10.63,-21.05,-16.04688067214585,5.5708168162308125,138.2819658777755,-8.37,-18.73,-13.635098891000096,5.444318139124493,138.2819658777755,-9.67,-19.19,-15.115432804805355,5.4329549970527085,138.2819658777755,-12.91,-22.41,-18.24875405695381,5.430957558294853,138.2819658777755,-15.4,-24.9,-20.51842640301102,5.44034006290048,-8.37
139.66478553655324,-10.49,-21.01,-16.0101832951779,5.599294598429341,139.66478553655324,-8.01,-18.49,-13.610078227271632,5.624419970094694,139.66478553655324,-9.28,-18.87,-15.14523262798784,5.776859008146208,139.66478553655324,-12.48,-22.08,-18.21992322305166,5.6218235475688845,139.66478553655324,-14.99,-24.58,-20.446423194651388,5.5137464577182005,-8.01
141.06143339191877,-10.27,-21.73,-16.004758322250318,5.679093237480786,141.06143339191877,-7.74,-19.16,-13.666261525215337,5.847503740913725,141.06143339191877,-9.27,-19.79,-15.487308111146252,5.96447818337866,141.06143339191877,-12.16,-22.69,-18.238860201174415,5.759105833373789,141.06143339191877,-14.65,-25.19,-20.393232593029005,5.567027932389059,-7.74
142.47204772583797,-10.4,-23.88,-15.61487345658175,5.613243269269558,142.47204772583797,-8.12,-21.67,-13.665379134912458,5.697104527740384,142.47204772583797,-9.78,-22.48,-15.529130565079196,5.814370129257339,142.47204772583797,-12.46,-25.21,-18.11968867956263,5.4617030311066905,142.47204772583797,-14.79,-27.52,-20.104174195445623,5.320601469758847,-8.12
143.89676820309634,-10.52,-27.6,-15.535233240107903,5.496944605869701,143.89676820309634,-8.21,-25.46,-13.683665014382456,5.7443015241193605,143.89676820309634,-9.88,-26.3,-15.60357312278306,5.904151082077762,143.89676820309634,-12.32,-28.82,-17.92676530511941,5.4540352034067405,143.89676820309634,-14.27,-30.72,-19.534216277132558,5.443868110084961,-8.21
145.33573588512732,-10.14,-31.85,-15.534863405880909,5.682411459934945,145.33573588512732,-8.08,-29.82,-13.854516095899113,5.956038952189617,145.33573588512732,-9.96,-30.25,-16.11922757240902,5.9567440770944655,145.33573588512732,-11.86,-32.2,-17.886825117504753,5.579292069788067,145.33573588512732,-13.82,-34.08,-19.4563727218273,5.4979359763460325,-8.08
146.78909324397858,-10.32,-32.05,-15.48464169171054,5.509637011636974,146.78909324397858,-8.29,-29.52,-13.991671316242654,5.941514958325023,146.78909324397858,-10.19,-29.66,-16.18666388252951,5.869062957576787,146.78909324397858,-11.88,-31.35,-17.744825224775145,5.4283514993043696,146.78909324397858,-13.59,-32.99,-19.04385357023013,5.436809726300894,-8.29
